,LEAID,NAME,Graduation Rate,MZIP
6313,2009320,Royal Valley,0.907,66509
6314,2009360,McLouth,0.971,66054
6315,2009390,McPherson,0.889,67460
6316,2009420,Meade,0.897,67864
6317,2009450,Barber County North,0.882,67104
6318,2009480,Marais Des Cygnes Valley,0.857,66510
6319,2009510,Jefferson West,0.972,66512
6320,2009570,North Ottawa County,0.966,67467
6321,2009600,Minneola,0.833,67865
6322,2009630,Montezuma,0.958,67867
6323,2009660,Marmaton Valley,0.963,66755
6324,2009720,Moscow Public Schools,0.85,67952
6325,2009780,Moundridge,0.971,67107
6326,2009840,Mulvane,0.966,67110
6327,2009850,Paradise,0.875,67651
6328,2009900,Neodesha,0.933,66757
6329,2009930,Ness City,0.958,67560
6330,2009960,Newton,0.85,67114
6331,2009990,Nickerson,0.882,67501
6332,2010020,Norton Community Schools,0.898,67654
6333,2010050,Oakley,0.862,67748
6334,2010080,Oberlin,0.857,67749
6335,2010140,Olathe,0.941,66063
6336,2010170,Onaga-Havensville-Wheaton,1.0,66521
6337,2010230,Osage City,0.805,66523
6338,2010260,Osawatomie,0.946,66064
6339,2010290,Osborne County,0.909,67473
6340,2010320,Oskaloosa Public Schools,0.919,66066
6341,2010350,Oswego,0.952,67356
6342,2010410,Santa Fe Trail,0.907,66537
6343,2010440,Oxford,0.848,67119
6344,2010470,Palco,1.0,67632
6345,2010500,Paola,0.934,66071
6346,2010560,Parsons,0.946,67357
6347,2010590,Peabody-Burns,0.81,66866
6348,2010620,Perry Public Schools,0.943,66073
6349,2010650,Phillipsburg,0.95,67661
6350,2010680,Piper-Kansas City,0.945,66109
6351,2010710,Pittsburg,0.8959999999999999,66762
6352,2010740,Plainville,0.933,67663
6353,2010770,Pleasanton,1.0,66075
6354,2010800,West Franklin,0.92,66076
6355,2010890,Pratt,0.792,67124
6356,2010920,Pretty Prairie,0.944,67570
6357,2010950,Quinter Public Schools,0.889,67752
6358,2010980,Blue Valley,0.966,66554
6359,2010980,Blue Valley,1.0,66554
6360,2012000,Blue Valley,0.966,66283
6361,2012000,Blue Valley,1.0,66283
6362,2011040,Golden Plains,1.0,67757
6363,2011080,Renwick,0.964,67001
6364,2011100,Riley County,0.913,66531
6365,2011130,Riverton,0.947,66770
6366,2011190,Rolla,1.0,67954
6367,2011220,Flinthills,0.95,67132
6368,2011250,Rose Hill Public Schools,0.926,67133
6369,2011280,Pawnee Heights,0.9,67574
6370,2011310,Russell County,0.8420000000000001,67665
6371,2011370,Salina,0.883,67402
6372,2011400,Satanta,0.913,67870
6373,2011430,Skyline Schools,0.8640000000000001,67124
6374,2011490,Seaman,0.932,66608
6375,2011520,Chautauqua Co Community,0.931,67361
6376,2011550,Sedgwick Public Schools,0.94,67135
6377,2011610,Wallace County Schools,1.0,67758
6378,2011640,Shawnee Mission Pub Sch,0.899,66204
6379,2011700,Silver Lake,0.96,66539
6380,2011760,Solomon,0.9,67480
6381,2011790,South Haven,0.8240000000000001,67140
6382,2011820,Spearville,0.926,67876
6383,2011850,Spring Hill,0.5589999999999999,66083
6384,2011880,St Francis Comm Sch,0.958,67756
6385,2011910,St John-Hudson,0.897,67576
6386,2011970,Stafford,0.609,67578
6387,2012030,Sterling,0.977,67579
6388,2012060,Stockton,0.923,67669
6389,2012090,Sublette,0.933,67877
6390,2012120,Sylvan Grove,0.952,67481
6391,2012150,Syracuse,1.0,67878
6392,2012180,Shawnee Heights,0.94,66542
6393,2012210,Tonganoxie,0.954,66086
6394,2012260,Topeka Public Schools,0.818,66611
6395,2012300,Circle,0.892,67144
6396,2012330,Troy Public Schools,0.8,66087
6397,2012360,Turner-Kansas City,0.7609999999999999,66106
6398,2012390,Udall,0.938,67146
6399,2012420,Ulysses,0.84,67880
6400,2012450,Uniontown,0.889,66779
6401,2012510,Valley Center Pub Sch,0.904,67147
6402,2012540,Valley Falls,0.95,66088
6403,2012600,Victoria,1.0,67671
6404,2012630,Wakeeney,0.946,67672
6405,2012780,Valley Heights,0.905,66548
6406,2012810,Lebo-Waverly,0.935,66871
6407,2012840,Wellington,0.957,67152
6408,2012870,Wellsville,0.8809999999999999,66092
6409,2012900,Weskan,1.0,67762
6410,2012990,Wichita,0.74,67218
6411,2013020,Jefferson County North,0.976,66097
6412,2013050,Winfield,0.8859999999999999,67156
6413,2013110,Woodson,0.909,66783
6414,1700001,River Ridge CUSD 210,0.895,61041
6415,1700002,Casey-Westfield CUSD 4C,0.861,62420
6416,1700003,Blue Ridge CUSD 18,0.86,61842
6417,1700004,Norris City-Omaha-Enfield CUSD 3,0.925,62869
6418,1700005,Prairie Central CUSD 8,0.902,61739
6419,1700006,IDJJ Sch Dist 428,0.547,60605
6420,1700007,Eastland CUSD 308,0.938,61046
6421,1700014,Goreville CUD 1,0.962,62939
6422,1700015,Joppa-Maple Grove UD 38,0.857,62953
6423,1700041,Gibson City-Melvin-Sibley CUSD 5,0.867,60936
6424,1700044,Farmington Central CUSD 265,0.826,61531
6425,1700045,Gallatin CUSD 7,0.9,62954
6426,1700092,Georgetown-Ridge Farm CUD 4,0.8859999999999999,61846
6427,1700099,ISU  Laboratory Schools,0.968,61790
6428,1700100,University of Ill Lab School,0.985,61801
6429,1700101,Il Mathematics & Science Academy,0.985,60506
6430,1700102,Brussels CUSD 42,0.727,62013
6431,1700105,A-C Central CUSD 262,0.914,62612
6432,1700106,Heritage CUSD 8,0.97,61849
6433,1700109,Ridgeview CUSD 19,0.872,61728
6434,1700110,North Chicago SD 187,0.551,60064
6435,1700113,Illini Central CUSD 189,0.857,62664
6436,1700114,South Central CUD 401,0.875,62854
6437,1700115,Henry-Senachwine CUSD 5,0.863,61537
6438,1700122,Shiloh CUSD 1,0.912,61932
6439,1700123,Meridian CUSD 15,0.928,62544
6440,1700125,Bureau Valley CUSD 340,0.862,61338
6441,1700126,Midland CUSD 7,0.867,61565
6442,1700153,Lewistown CUSD 97,0.978,61542
6443,1700176,Cowden-Herrick CUSD 3A,0.952,62422
6444,1700217,Christopher USD 99,0.857,62822
6445,1700223,Okaw Valley CUSD 302,0.958,61914
6446,1700310,West Carroll CUSD 314,0.925,61053
6447,1700314,West Prairie CUSD 103,0.93,62326
6448,1700319,West Central CUSD 235,0.823,61418
6449,1700320,Monmouth-Roseville CUSD 238,0.936,61462
6450,1700321,United CUSD 304,0.945,61462
6451,1700324,Sangamon Valley CUSD 9,0.965,62551
6452,1700326,El Paso-Gridley CUSD 11,0.926,61738
6453,1700332,Schuyler-Industry CUSD 5,0.88,62681
6454,1701382,Thompsonville CUSD 174,0.966,62890
6455,1701384,Illini West H S Dist 307,0.7809999999999999,62321
6456,1701387,Western CUSD 12,0.889,62312
6457,1701390,Flanagan-Cornell Dist 74,0.923,61740
6458,1701395,Mercer County School District 404,0.875,61231
6459,1701397,Paris Cooperative High School,0.853,61944
6460,1701400,Southland College Prep Charter High School,1.0,60471
6461,1701403,North Mac CUSD 34,0.889,62640
6462,1701404,Odin PSD 722,0.684,62870
6463,1701410,Horizon Science Acad-McKinley Park Charter Sch,0.95,60609
6464,1701413,Abingdon-Avon CUSD 276,0.8959999999999999,61410
6465,1701416,Milford Area Public Schools District 124,0.96,60953
6466,1701417,Bluford Unit School District 318,0.852,62814
6467,1701418,Salt Fork Community Unit District  512,0.957,61817
6468,1701422,Woodlawn Unit School District 209,0.917,62898
6469,1701426,Amandla Charter School,0.745,60629
6470,1703300,Alden Hebron SD 19,0.87,60034
6471,1703510,Altamont CUSD 10,0.889,62411
6472,1703600,Alton CUSD 11,0.792,62002
6473,1703660,AlWood CUSD 225,1.0,61490
6474,1703690,Amboy CUSD 272,0.877,61310
6475,1703780,Anna Jonesboro CHSD 81,0.912,62906
6476,1703810,Annawan CUSD 226,0.964,61234
6477,1703870,CHSD 117,0.963,60046
6478,1703960,Arcola CUSD 306,0.974,61910
6479,1703990,Argenta-Oreana CUSD 1,0.914,62501
6480,1704020,Argo CHSD 217,0.889,60501
6481,1704170,Township HSD 214,0.918,60005
6482,1704230,Armstrong Twp HSD 225,0.871,61812
6483,1704260,Arthur CUSD 305,0.955,61911
6484,1704380,Ashton-Franklin Center CUSD 275,1.0,61006
6485,1704440,Astoria CUSD 1,0.952,61501
6486,1704470,Athens CUSD 213,0.8809999999999999,62613
6487,1704620,Auburn CUSD 10,0.954,62615
6488,1704680,Aurora East USD 131,0.695,60505
6489,1704710,Aurora West USD 129,0.81,60506
6490,1704770,Central CHSD 71,0.89,62230
6491,1704920,Ball Chatham CUSD 5,0.927,62629
6492,1705050,Barrington CUSD 220,0.969,60010
6493,1705220,Batavia USD 101,0.939,60510
6494,1705310,Beardstown CUSD 15,0.8029999999999999,62618
6495,1705430,Beecher CUSD 200U,0.89,60401
6496,1705460,Beecher City CUSD 20,0.815,62414
6497,1705640,Belleville Twp HSD 201,0.907,62220
6498,1705790,Belvidere CUSD 100,0.908,61008
6499,1705820,Bement CUSD 5,0.773,61813
6500,1705970,Benton Cons HSD 103,0.882,62812
6501,1706120,Bethalto CUSD 8,0.941,62010
6502,1706390,Bismarck Henning CUSD,0.722,61814
6503,1706420,Bloom Twp HSD 206,0.797,60411
6504,1706480,Bloomington SD 87,0.889,61701
6505,1706540,CHSD 218,0.861,60453
6506,1706600,Scott-Morgan CUSD 2,1.0,62621
6507,1706960,Bradley Bourbonnais CHSD 307,0.933,60915
6508,1707050,Bremen CHSD 228,0.861,60445
6509,1707200,Brimfield CUSD 309,0.932,61517
6510,1707440,Brownstown CUSD 201,1.0,62418
6511,1707650,Paxton-Buckley-Loda CUD 10,0.838,60957
6512,1707770,Bunker Hill CUSD 8,0.878,62014
6513,1707830,Central CUSD 301,0.966,60109
6514,1707950,Bushnell Prairie City CUSD 170,0.848,61422
6515,1708010,Byron CUSD 226,0.917,61010
6516,1708040,Cahokia CUSD 187,0.691,62206
6517,1708070,Cairo USD 1,0.923,62914
6518,1708160,Cambridge CUSD 227,0.884,61238
6519,1708220,Central CUSD 3,0.968,62320
6520,1708250,Trico CUSD 176,0.917,62916
6521,1708280,Canton Union SD 66,0.836,61520
6522,1708370,Carbondale CHSD 165,0.878,62902
6523,1708400,Cons HSD 230,0.921,60462
6524,1708430,Carlinville CUSD 1,0.765,62626
6525,1708460,Carlyle CUSD 1,0.795,62231
6526,1708500,Carmi-White County CUSD 5,0.908,62821
6527,1708550,CUSD 300,0.906,60102
6528,1708580,Carrier Mills-Stonefort CUSD 2,0.897,62917
6529,1708610,Carrollton CUSD 1,0.96,62016
6530,1708640,Carterville CUSD 5,0.937,62918
6531,1709100,Central A & M CUD 21,0.857,62510
6532,1709300,Centralia HSD 200,0.785,62801
6533,1709330,Cerro Gordo CUSD 100,0.875,61818
6534,1709400,Chadwick-Milledgeville CUSD 399,0.917,61014
6535,1709420,Champaign CUSD 4,0.821,61820
6536,1709600,Charleston CUSD 1,0.916,61920
6537,1709810,Chester CUSD 139,0.821,62233
6538,1709930,City of Chicago SD 299,0.7440000000000001,60602
6539,1710240,North Wayne CUSD 200,0.882,62823
6540,1710290,Cissna Park CUSD 6,0.88,60924
6541,1710340,Clay City CUSD 10,0.933,62824
6542,1710410,Central CUSD 4,0.949,60911
6543,1710440,Clinton CUSD 15,0.878,61727
6544,1710530,Coal City CUSD 1,0.943,60416
6545,1710570,Cobden SUD 17,0.8859999999999999,62920
6546,1710650,Collinsville CUSD 10,0.889,62234
6547,1710740,Columbia CUSD 4,0.905,62236
6548,1710790,Hamilton Co CUSD 10,0.987,62859
6549,1710800,Oakwood CUSD 76,0.956,61858
6550,1710820,Westville CUSD 2,0.812,61883
6551,1710830,Triopia CUSD 27,0.913,62631
6552,1710980,Coulterville USD 1,0.938,62237
6553,1711100,Crab Orchard CUSD 3,0.833,62959
6554,1711250,Crete Monee CUSD 201U,0.918,60417
6555,1711370,CHSD 155,0.954,60014
6556,1711400,CUSD 3 Fulton County,0.893,61427
6557,1711610,Dakota CUSD 201,0.853,61018
6558,1711790,Danville CCSD 118,0.735,61832
6559,1711850,Decatur SD 61,0.742,62523
6560,1711880,Deer Creek-Mackinaw CUSD 701,0.953,61755
6561,1712000,DeKalb CUSD 428,0.8170000000000001,60115
6562,1712030,Deland-Weldon CUSD 57,0.909,61839
6563,1712060,Delavan CUSD 703,0.941,61734
6564,1712090,DePue USD 103,0.6,61322
6565,1712240,Dieterich CUSD 30,0.967,62424
6566,1712330,Dixon USD 170,0.779,61021
6567,1712480,Dongola USD 66,0.846,62926
6568,1712510,Donovan CUSD 3,0.889,60931
6569,1712570,CHSD 99,0.934,60516
6570,1712700,Dunlap CUSD 323,0.965,61614
6571,1712720,Dupo CUSD 196,0.7340000000000001,62239
6572,1712760,Du Quoin CUSD 300,0.889,62832
6573,1712810,Durand CUSD 322,0.909,61024
6574,1712870,Dwight Twp HSD 230,0.934,60420
6575,1712930,Earlville CUSD 9,0.895,60518
6576,1712990,East Alton-Wood River CHSD 14,0.816,62095
6577,1713050,East Dubuque USD 119,0.9,61025
6578,1713230,East Peoria CHSD 309,0.95,61611
6579,1713290,Richland County CUSD 1,0.911,62450
6580,1713320,East St Louis SD 189,0.7290000000000001,62201
6581,1713370,Edgar County CUD 6,0.909,61924
6582,1713410,Edinburg CUSD 4,0.958,62531
6583,1713500,Edwards County CUSD 1,0.984,62806
6584,1713530,Edwardsville CUSD 7,0.917,62025
6585,1713560,Effingham CUSD 40,0.917,62401
6586,1713590,Egyptian CUSD 5,0.897,62988
6587,1713660,Eldorado CUSD 4,0.865,62930
6588,1713710,SD U-46,0.838,60120
6589,1713860,Elverado CUSD 196,0.862,62932
6590,1713920,Tri Valley CUSD 3,0.949,61736
6591,1713940,DuPage HSD 88,0.865,60101
6592,1713970,Elmhurst SD 205,0.946,60126
6593,1714050,Elmwood CUSD 322,0.94,61529
6594,1714100,Elmwood Park CUSD 401,0.868,60707
6595,1714350,Erie CUSD 1,0.94,61250
6596,1714430,Eureka CUD 140,0.971,61530
6597,1714490,Evanston Twp HSD 202,0.911,60201
6598,1714580,Evergreen Park CHSD 231,0.929,60805
6599,1715030,Fenton CHSD 100,0.928,60106
6600,1715100,Fieldcrest CUSD 6,0.8490000000000001,61760
6601,1715180,Fisher CUSD 1,0.927,61843
6602,1715400,Flora CUSD 35,0.8909999999999999,62839
6603,1715490,Forrestville Valley CUSD 221,0.971,61030
6604,1715750,Franklin CUSD 1,0.952,62601
6605,1715840,Freeburg CHSD 77,0.933,62243
6606,1715880,Serena CUSD 2,0.885,60549
6607,1715900,Freeport SD 145,0.777,61032
6608,1716020,Galatia CUSD 1,0.931,62935
6609,1716050,Galena USD 120,0.951,61036
6610,1716080,Galesburg CUSD 205,0.855,61402
6611,1716140,Galva CUSD 224,0.917,61434
6612,1716260,Gardner S Wilmington Twp HSD 73,0.952,60424
6613,1716350,Geneseo CUSD 228,0.977,61254
6614,1716380,Geneva CUSD 304,0.969,60134
6615,1716410,Genoa Kingston CUSD 424,0.905,60135
6616,1716680,Gillespie CUSD 7,0.855,62033
6617,1716830,Glenbard Twp HSD 87,0.913,60137
6618,1717280,Granite City CUSD 9,0.718,62040
6619,1717340,Grant CHSD 124,0.885,60020
6620,1717370,Grant Park CUSD 6,0.974,60940
6621,1717550,Grayslake CHSD 127,0.958,60030
6622,1717580,Grayville CUSD 1,0.889,62844
6623,1717670,Greenfield CUSD 10,0.923,62044
6624,1717700,Greenview CUSD 200,0.95,62642
6625,1717730,Bond County CUSD 2,0.922,62246
6626,1717790,Griggsville-Perry CUSD 4,0.667,62340
6627,1718030,Hall HSD 502,0.7979999999999999,61362
6628,1718060,Hamilton CCSD 328,0.911,62341
6629,1718180,Calhoun CUSD 40,0.923,62047
6630,1718200,Hardin County CUSD 1,0.918,62931
6631,1718240,Harlem UD 122,0.804,61115
6632,1718270,Harrisburg CUSD 3,0.865,62946
6633,1718390,Hartsburg Emden CUSD 21,1.0,62643
6634,1718420,Harvard CUSD 50,0.6920000000000001,60033
6635,1718510,Havana CUSD 126,0.93,62644
6636,1718810,Herrin CUSD 4,0.831,62948
6637,1718840,Herscher CUSD 2,0.978,60941
6638,1718870,Heyworth CUSD 4,0.964,61745
6639,1718990,Highland CUSD 5,0.919,62249
6640,1719080,Twp HSD 113,0.946,60035
6641,1719200,Hillsboro CUSD 3,0.882,62049
6642,1719260,Hinckley Big Rock CUSD 429,0.907,60520
6643,1719320,Hinsdale Twp HSD 86,0.913,60521
6644,1719560,Homewood Flossmoor CHSD 233,0.959,60422
6645,1719620,Hononegah CHD 207,0.929,61072
6646,1719660,Hoopeston Area CUSD 11,0.769,60942
6647,1719830,Huntley Community School District 158,0.893,60102
6648,1719920,Hutsonville CUSD 1,0.833,62433
6649,1719960,Illini Bluffs CUSD 327,0.833,61533
6650,1719970,Il Valley Central USD 321,0.855,61523
6651,1720170,Iroquois County CUSD 9,0.938,60970
6652,1720180,Iroquois West CUSD 10,0.905,60938
6653,1720280,Jacksonville SD 117,0.7090000000000001,62650
6654,1720380,Jasper County CUD 1,0.93,62448
6655,1720430,Jersey CUSD 100,0.835,62052
6656,1720490,Johnsburg CUSD 12,0.916,60051
6657,1720550,Johnston City CUSD 1,0.802,62951
6658,1720610,Joliet Twp HSD 204,0.774,60436
6659,1720760,Kankakee SD 111,0.872,60901
6660,1720790,Kansas CUSD 3,0.895,61933
6661,1721000,Kewanee CUSD 229,0.813,61443
6662,1721300,Hiawatha CUSD 426,0.7070000000000001,60146
6663,1721390,Knoxville CUSD 202,0.88,61448
6664,1721680,La Moille CUSD 303,0.909,61330
6665,1721780,Lake Forest CHSD 115,0.967,60045
6666,1721840,Lake Park CHSD 108,0.938,60172
6667,1721900,Lake Zurich CUSD 95,0.956,60047
6668,1722110,La Salle-Peru Twp HSD 120,0.85,61301
6669,1722130,Red Hill CUSD 10,0.8420000000000001,62417
6670,1722150,Lawrence County CUD 20,0.752,62439
6671,1722300,Lebanon CUSD 9,0.659,62254
6672,1722350,Paw Paw CUSD 271,1.0,61353
6673,1722500,Lemont Twp HSD 210,0.963,60439
6674,1722530,Lena Winslow CUSD 202,0.809,61048
6675,1722620,LeRoy CUSD 2,0.954,61752
6676,1722710,Lexington CUSD 7,1.0,61753
6677,1722740,Leyden CHSD 212,0.87,60131
6678,1722770,Liberty CUSD 2,1.0,62347
6679,1722830,CHSD 128,0.97,60061
6680,1722870,Leland CUSD 1,0.905,60531
6681,1722950,Limestone CHSD 310,0.8190000000000001,61607
6682,1723050,Lincoln CHSD 404,0.78,62656
6683,1723070,Lincoln Way CHSD 210,0.968,60451
6684,1723200,Lisle CUSD 202,0.975,60532
6685,1723250,Litchfield CUSD 12,0.825,62056
6686,1723350,Lockport Twp HSD 205,0.937,60441
6687,1723880,Lyons Twp HSD 204,0.941,60525
6688,1723920,Macomb CUSD 185,0.87,61455
6689,1723970,Madison CUSD 12,0.767,62060
6690,1724060,Mahomet-Seymour CUSD 3,0.908,61853
6691,1724090,Maine Township HSD 207,0.909,60068
6692,1724390,Manteno CUSD 5,0.911,60950
6693,1724480,Kaneland CUSD 302,0.968,60151
6694,1724570,Marengo CHSD 154,0.908,60152
6695,1724600,Marion CUSD 2,0.777,62959
6696,1724650,Marissa CUSD 40,0.902,62257
6697,1724750,Maroa Forsyth CUSD 2,0.904,61756
6698,1724870,Marshall CUSD 2C,0.906,62441
6699,1724900,Martinsville CUSD 3C,0.903,62442
6700,1724940,Mascoutah CUD 19,0.954,62258
6701,1725000,Massac UD 1,0.841,62960
6702,1725050,Mattoon CUSD 2,0.929,61938
6703,1725320,McHenry CHSD 156,0.939,60050
6704,1725590,CUSD 4,0.981,62351
6705,1725650,Mendota Twp HSD 280,0.885,61342
6706,1725680,Meredosia-Chambersburg CUSD 11,0.857,62665
6707,1725690,Meridian CUSD 223,0.977,61084
6708,1725770,County of Woodford School,0.959,61548
6709,1726180,Fairfield Comm H S Dist 225,0.757,62837
6710,1726340,Minooka CHSD 111,0.921,60410
6711,1726400,Moline-Coal Valley CUSD 40,0.898,61265
6712,1726430,Momence CUSD 1,0.795,60954
6713,1726550,Monticello CUSD 25,0.975,61856
6714,1726640,Morris CHSD 101,0.94,60450
6715,1726710,Morrison CUSD 6,0.789,61270
6716,1726760,Morrisonville CUSD 1,0.826,62546
6717,1726800,Morton CUSD 709,0.924,61550
6718,1726880,J S Morton HSD 201,0.7659999999999999,60804
6719,1726970,Meridian CUSD 101,0.933,62964
6720,1727180,Mount Olive CUSD 5,0.875,62069
6721,1727290,Mt Pulaski CUSD 23,0.932,62548
6722,1727300,Brown County CUSD 1,0.925,62353
6723,1727360,Mt Vernon Twp HSD 201,0.852,62864
6724,1727390,Mt Zion CUSD 3,0.929,62549
6725,1727450,Mulberry Grove CUSD 1,0.862,62262
6726,1727570,Mundelein Cons HSD 120,0.885,60060
6727,1727610,Murphysboro CUSD 186,0.804,62966
6728,1727710,Naperville CUSD 203,0.967,60540
6729,1727740,Nashville CHSD 99,0.887,62263
6730,1727840,Neoga CUSD 3,0.816,62447
6731,1727960,New Athens CUSD 60,0.763,62264
6732,1727990,New Berlin CUSD 16,0.902,62670
6733,1728200,New Trier Twp HSD 203,0.978,60093
6734,1728260,Newark CHSD 18,0.978,60541
6735,1728530,Niles Twp HSD 219,0.921,60077
6736,1728560,Nokomis CUSD 22,0.917,62075
6737,1728620,McLean County USD 5,0.882,61761
6738,1728700,North Boone CUSD 200,0.893,61065
6739,1728810,North Clay CUSD 25,0.708,62858
6740,1729010,Northfield Twp HSD 225,0.961,60026
6741,1729220,Oak Lawn CHSD 229,0.907,60453
6742,1729280,Oak Park - River Forest SD 200,0.927,60302
6743,1729340,Oakland CUSD 5,0.889,61943
6744,1729420,Oblong CUSD 4,0.836,62449
6745,1729790,O Fallon Twp HSD 203,0.8959999999999999,62269
6746,1729890,Olympia CUSD 16,0.902,61774
6747,1729940,R O W V A CUSD 208,0.884,61467
6748,1730060,Orangeville CUSD 203,0.913,61060
6749,1730160,Oregon CUSD 220,0.907,61061
6750,1730200,Orion CUSD 223,0.917,61273
6751,1730270,CUSD 308,0.964,60543
6752,1730330,Ottawa Twp HSD 140,0.8420000000000001,61350
6753,1730450,Township HSD 211,0.935,60067
6754,1730480,Palestine CUSD 3,0.909,62451
6755,1730540,Northwestern CUSD 2,0.897,62674
6756,1730630,Pana CUSD 8,0.929,62557
6757,1730660,Panhandle CUSD 2,0.8290000000000001,62560
6758,1730870,Patoka CUSD 100,0.667,62875
6759,1730930,Pawnee CUSD 11,0.86,62558
