,LEAID,NAME,Graduation Rate,MZIP
5697,4224240,United SD,0.9375,15920
5698,4224300,Upper Adams SD,0.877862595419,17307
5699,4224320,Upper Darby SD,0.827122153209,19026
5700,4224360,Upper Dauphin Area SD,0.87,17048
5701,4224390,Upper Dublin SD,0.97889182058,19002
5702,4224480,Upper Merion Area SD,0.915789473684,19406
5703,4224510,Upper Moreland Township SD,0.970085470085,19090
5704,4224540,Upper Perkiomen SD,0.916666666666,18073
5705,4224570,Upper Saint Clair SD,0.964912280701,15241
5706,4224630,Valley Grove SD,0.936507936507,16323
5707,4224650,Valley View SD,0.906976744186,18403
5708,4224750,Wallenpaupack Area SD,0.934545454545,18428
5709,4224790,Wallingford-Swarthmore SD,0.956375838926,19086
5710,4224820,Warren County SD,0.882506527415,16345
5711,4224870,Warrior Run SD,0.915384615384,17772
5712,4224960,Warwick SD,0.966292134831,17543
5713,4224970,Wayne Highlands SD,0.894736842105,18431
5714,4224990,Washington SD,0.824561403508,15301
5715,4225080,Wattsburg Area SD,0.955357142857,16509
5716,4225110,Waynesboro Area SD,0.896226415094,17268
5717,4225140,Weatherly Area SD,0.882352941176,18255
5718,4225170,Wellsboro Area SD,0.891891891891,16901
5719,4225200,West Allegheny SD,0.929629629629,15126
5720,4225230,West Branch Area SD,0.786516853932,16858
5721,4225290,West Chester Area SD,0.964516129032,19341
5722,4225440,West Greene SD,0.877551020408,15370
5723,4225590,West Jefferson Hills SD,0.962616822429,15025
5724,4225650,West Middlesex Area SD,0.923076923076,16159
5725,4225680,West Mifflin Area SD,0.904580152671,15122
5726,4225740,West Perry SD,0.87027027027,17024
5727,4225830,West Shore SD,0.89816360601,17070
5728,4225870,West Side CTC,0.909909909909,18704
5729,4225950,Wyoming Valley West SD,0.890322580645,18704
5730,4225980,West York Area SD,0.945454545454,17404
5731,4226010,Mifflinburg Area SD,0.937106918238,17844
5732,4226040,Western Beaver County SD,0.933333333333,15059
5733,4226070,Western Wayne SD,0.917721518987,18436
5734,4226130,Westmont Hilltop SD,0.961904761904,15905
5735,4226250,Whitehall-Coplay SD,0.939890710382,18052
5736,4226300,Wilkes-Barre Area SD,0.84938704028,18711
5737,4226390,William Penn SD,0.732142857142,19050
5738,4226400,Williams Valley SD,0.880597014925,17980
5739,4226430,Williamsburg Community SD,0.967741935483,16693
5740,4226460,Williamsport Area SD,0.822055137844,17701
5741,4226520,Wilmington Area SD,0.89108910891,16142
5742,4226550,Wilson Area SD,0.970930232558,18042
5743,4226580,Wilson  SD,0.937751004016,19609
5744,4226610,Windber Area SD,0.956043956043,15963
5745,4226700,Wyalusing Area SD,0.886597938144,18853
5746,4226730,Wyoming Area SD,0.878205128205,18643
5747,4226760,Wyomissing Area SD,0.994011976047,19610
5748,4226810,York Co School of Technology,0.943089430894,17402
5749,4226820,York City SD,0.587719298245,17401
5750,4226850,York Suburban SD,0.937198067632,17403
5751,4280090,Bucks County Technical High School,0.982935153583,19030
5752,4280130,Carbon Career & Technical Institute,0.968421052631,18229
5753,4280220,Connellsville Area Career & Technical Center,0.928571428571,15425
5754,4400003,MET Career and Tech,0.9170305676855895,2905
5755,4400004,Davies Career and Tech,0.9298245614035088,2865
5756,4400008,Beacon Charter School,0.9649122807017544,2895
5757,4400009,DCYF,0.0476190476190476,2903
5758,4400017,The Greene School,0.9215686274509804,2817
5759,4400018,Trinity Academy for the Performing Arts,1.0,2903
5760,4400019,Rhode Island Nurses Institute Middle College,0.8181818181818181,2903
5761,4400024,Sheila Skip Nowell Leadership Academy,0.1447368421052631,2863
5762,4400025,Village Green Virtual,0.9387755102040816,2903
5763,4400030,Barrington,0.9693877551020408,2806
5764,4400031,Highlander,0.7948717948717949,2907
5765,4400032,Paul Cuffee Charter Sch,0.921875,2908
5766,4400036,Blackstone Academy,0.9054054054054056,2860
5767,4400065,Bristol Warren,0.8642533936651584,2809
5768,4400090,Burrillville,0.8251366120218578,2830
5769,4400120,Central Falls,0.75,2863
5770,4400150,Chariho,0.8804780876494024,2894
5771,4400210,Coventry,0.9237057220708448,2816
5772,4400240,Cranston,0.8602015113350125,2910
5773,4400270,Cumberland,0.8213058419243987,2864
5774,4400300,East Greenwich,0.9729729729729728,2818
5775,4400330,East Providence,0.8602150537634408,2914
5776,4400360,Exeter-West Greenwich,0.9465648854961832,2817
5777,4400420,Foster-Glocester,0.92,2857
5778,4400540,Johnston,0.9187817258883249,2919
5779,4400570,Lincoln,0.8802083333333333,2865
5780,4400630,Middletown,0.8571428571428571,2842
5781,4400660,Narragansett,0.8583333333333333,2882
5782,4400720,Newport,0.8426966292134831,2840
5783,4400750,North Kingstown,0.8869565217391304,2852
5784,4400780,North Providence,0.8577235772357723,2911
5785,4400810,North Smithfield,0.8392857142857143,2876
5786,4400840,Pawtucket,0.7895833333333333,2860
5787,4400870,Portsmouth,0.9597989949748744,2871
5788,4400900,Providence,0.7491601343784994,2903
5789,4400960,Scituate,0.9107142857142856,2857
5790,4400990,Smithfield,0.9254658385093169,2917
5791,4401020,South Kingstown,0.9447004608294932,2879
5792,4401050,Tiverton,0.8905109489051095,2878
5793,4401110,Warwick,0.8295964125560538,2889
5794,4401140,West Warwick,0.8544061302681992,2893
5795,4401170,Westerly,0.8324607329842932,2891
5796,4401200,Woonsocket,0.715099715099715,2895
5797,1000005,Positive Outcomes Charter School,0.7037,19934
5798,1000011,Sussex Academy,0.95,19947
5799,1000015,Newark Charter School,0.95,19711
5800,1000016,Delaware Military Academy,0.75,19804
5801,1000049,Delaware Academy of Public Safety and Security,0.8431000000000001,19720
5802,1000055,Early College High School at Delaware State University,0.8784000000000001,19901
5803,1000056,Delaware Design-Lab High School,0.8654000000000001,19702
5804,1000080,Appoquinimink School District,0.95,19730
5805,1000170,Cape Henlopen School District,0.9101,19958
5806,1000180,Caesar Rodney School District,0.9137,19934
5807,1000190,Capital School District,0.7707999999999999,19904
5808,1000200,Christina School District,0.7273000000000001,19801
5809,1000230,Colonial School District,0.7918000000000001,19720
5810,1000270,Delmar School District,0.9236,19940
5811,1000680,Indian River School District,0.884,19975
5812,1000750,POLYTECH School District,0.95,19980
5813,1000790,Lake Forest School District,0.8332999999999999,19943
5814,1000810,Laurel School District,0.8640000000000001,19956
5815,1001080,Milford School District,0.8739,19963
5816,1001240,Brandywine School District,0.8499,19809
5817,1001280,New Castle County Vocational-Technical School District,0.9475,19804
5818,1001300,Red Clay Consolidated School District,0.8961,19805
5819,1001530,Seaford School District,0.7424,19973
5820,1001620,Smyrna School District,0.928,19977
5821,1001680,Sussex Technical School District,0.95,19947
5822,1001850,Woodbridge School District,0.8095,19933
5823,1900006,North Fayette Valley,0.9444,52175
5824,1900009,Colfax-Mingo,0.9773,50054
5825,1900015,Sibley-Ocheyedan,0.9375,51249
5826,1900021,Okoboji,0.9455,51351
5827,1900022,Union,0.9036,50651
5828,1900023,Sioux Central,0.918,50585
5829,1900024,South Central Calhoun,0.9429,50579
5830,1900025,Panorama,0.9831,50216
5831,1900026,South O'Brien,0.82,51046
5832,1900027,Riverside,0.9231,51525
5833,1900028,Prairie Valley,1.0,50543
5834,1900040,East Marshall,0.9452,50106
5835,1900060,GMG,1.0,50632
5836,1903060,AGWSR,1.0,50601
5837,1903150,Adel DeSoto Minburn,0.9762,50003
5838,1903220,Akron Westfield,0.975,51001
5839,1903270,Albia,0.9861,52531
5840,1903300,Alburnett,0.9388,52202
5841,1903360,Algona,0.9352,50511
5842,1903390,Allamakee,0.9639,52172
5843,1903450,North Butler,1.0,50602
5844,1903540,Ames,0.9834,50010
5845,1903570,Anamosa,0.9694,52205
5846,1903690,Ankeny,0.964,50023
5847,1903750,Aplington-Parkersburg,1.0,50665
5848,1903780,Ar-We-Va,0.9333,51467
5849,1903850,North Union,0.9556,50514
5850,1903930,Atlantic,0.9469,50022
5851,1903960,Audubon,0.9667,50025
5852,1904080,AHSTW,1.0,51521
5853,1904200,Ballard,0.9925,50124
5854,1904380,Baxter,0.9697,50028
5855,1904440,BCLUW,0.9444,50621
5856,1904560,Bedford,0.9259,50833
5857,1904620,Belle Plaine,1.0,52208
5858,1904650,Bellevue,0.9778,52031
5859,1904680,Belmond-Klemme,0.96,50421
5860,1904830,Benton,0.8706999999999999,52346
5861,1904860,Bettendorf,0.9389,52722
5862,1904950,Eddyville-Blakesburg-,0.8983,52553
5863,1905070,Bondurant-Farrar,0.9683,50035
5864,1905130,Boone,0.9326,50036
5865,1905190,Boyden-Hull,0.875,51239
5866,1905430,West Hancock,0.9211,50423
5867,1905490,Brooklyn-Guernsey-Malcom,1.0,52211
5868,1905750,North Iowa,0.871,50424
5869,1905790,Burlington,0.7909999999999999,52601
5870,1905940,CAM,0.7778,50020
5871,1905970,CAL,0.9524,50452
5872,1906000,Calamus-Wheatland,0.9429,52777
5873,1906060,Camanche,0.8875,52730
5874,1906240,Cardinal,0.9773,52554
5875,1906270,Carlisle,0.9404,50047
5876,1906330,Carroll,0.9462,51401
5877,1906510,Cedar Falls,0.9683,50613
5878,1906540,Cedar Rapids,0.8351999999999999,52405
5879,1906660,Center Point-Urbana,0.9304,52213
5880,1906750,Centerville,0.8969,52544
5881,1906780,Central City,0.9091,52214
5882,1906810,Central DeWitt,0.935,52742
5883,1906840,Central,0.973,52043
5884,1906900,Central Decatur,0.9762,50144
5885,1906930,Central Lee,0.9773,52625
5886,1906960,Central Lyon,0.9048,51246
5887,1907050,Chariton,1.0,50049
5888,1907080,Charles City,0.9573,50616
5889,1907170,Cherokee,0.9571,51012
5890,1907350,Clarinda,0.9481,51632
5891,1907380,Clarion-Goldfield-Dows,0.9452,50525
5892,1907410,Clarke,0.9286,50213
5893,1907440,Clarksville,0.9545,50619
5894,1907470,Clay Central-Everly,1.0,51357
5895,1907590,Clear Creek Amana,0.9457,52322
5896,1907620,Clear Lake,0.9364,50428
5897,1907710,Clinton,0.7965000000000001,52732
5898,1907860,College,0.9231,52404
5899,1907900,Collins-Maxwell,1.0,50161
5900,1907920,Colo-NESCO,0.9063,50056
5901,1907980,Columbus,0.807,52738
5902,1908070,Coon Rapids-Bayard,0.9655,50058
5903,1908130,Corning,0.9792,50841
5904,1908220,Council Bluffs,0.8701000000000001,51503
5905,1908310,Creston,0.935,50801
5906,1908520,Dallas Center-Grimes,0.9692,50063
5907,1908550,Danville,0.8604999999999999,52623
5908,1908580,Davenport,0.8190000000000001,52803
5909,1908610,Davis County,0.9583,52537
5910,1908730,Decorah Community,0.9843,52101
5911,1908910,Denison,0.877,51442
5912,1908940,Denver,1.0,50622
5913,1908970,Des Moines Independent,0.8075,50321
5914,1909120,Dike-New Hartford,1.0,50624
5915,1909480,Dubuque,0.8895000000000001,52001
5916,1909540,Dunkerton,0.9231,50626
5917,1909570,Boyer Valley,0.975,51529
5918,1909600,Durant,0.8162999999999999,52747
5919,1909990,Eagle Grove,0.8571,50533
5920,1910050,Earlham,1.0,50072
5921,1910110,East Buchanan,0.98,50682
5922,1910130,Easton Valley,0.9714,52069
5923,1910340,River Valley,0.9655,51016
5924,1910350,East Union,0.9032,50830
5925,1910410,Eastern Allamakee,1.0,52151
5926,1910500,Edgewood-Colesburg,0.925,52042
5927,1910690,Eldora-New Providence,0.9344,50627
5928,1910950,Emmetsburg,0.8870999999999999,50536
5929,1910980,English Valleys,0.88,52316
5930,1911040,Essex,0.9565,51638
5931,1911070,Estherville Lincoln,0.9368,51334
5932,1911250,Exira-Elk Horn-,1.0,51531
5933,1911340,Fairfield,0.8929,52556
5934,1911790,Forest City,0.9596,50436
5935,1911820,Fort Dodge,0.8525,50501
5936,1911850,Fort Madison,0.8939,52627
5937,1912120,Fremont-Mills,0.9259,51653
5938,1912230,Galva-Holstein,0.9808,51025
5939,1912330,Garner-Hayfield-Ventura,0.9891,50438
5940,1912480,George-Little Rock,0.9189,51237
5941,1912510,Gilbert,0.9813,50105
5942,1912660,Gladbrook-Reinbeck,0.9767,50669
5943,1912690,Glenwood,0.9403,51534
5944,1912750,Glidden-Ralston,1.0,51443
5945,1912810,Graettinger-Terril,0.8824,51342
5946,1913110,Nodaway Valley,0.9412,50849
5947,1913200,Grinnell-Newburg,0.904,50112
5948,1913230,Griswold,0.9565,51535
5949,1913290,Grundy Center,0.9796,50638
5950,1913320,Guthrie Center,0.9643,50115
5951,1913350,Clayton Ridge,0.8265,52052
5952,1913380,H-L-V,0.9091,52347
5953,1913470,Hampton-Dumont,0.9167,50441
5954,1913500,Harlan,0.9857,51537
5955,1913660,Hartley-Melvin-Sanborn,0.9231,51346
5956,1914010,Highland,0.9318,52327
5957,1914160,Hinton,0.96,51024
5958,1914280,Howard-Winneshiek,0.9691,52136
5959,1914340,Hudson,0.9773,50643
5960,1914370,Humboldt,0.9252,50529
5961,1914580,Independence,0.9369,50644
5962,1914640,Indianola,0.9675,50125
5963,1914670,Interstate 35,1.0,50257
5964,1914700,Iowa City,0.9059,52245
5965,1914730,Iowa Falls,0.901,50126
5966,1914850,Iowa Valley,0.9667,52301
5967,1914880,IKM-Manning,0.9556,51455
5968,1915180,Janesville Consolidated,1.0,50647
5969,1915210,Greene County,0.8288,50129
5970,1915330,Jesup,0.902,50648
5971,1915450,Johnston,0.9559,50131
5972,1915630,Keokuk,0.8543999999999999,52632
5973,1915660,Keota,1.0,52248
5974,1915750,Kingsley-Pierson,0.9737,51028
5975,1915840,Knoxville,0.9658,50138
5976,1916110,Lake Mills,0.9444,50450
5977,1916140,Harris-Lake Park,1.0,51347
5978,1916320,Lamoni,0.9259,50140
5979,1916440,Lawton-Bronson,1.0,51030
5980,1916530,Le Mars,0.9689,51031
5981,1916620,Lenox,1.0,50851
5982,1916680,Lewis Central,0.9181,51503
5983,1917100,North Cedar,0.8281000000000001,52337
5984,1917220,Linn-Mar,0.9343,52302
5985,1917250,Lisbon,0.8957999999999999,52253
5986,1917460,Logan-Magnolia,0.9672,51546
5987,1917550,Lone Tree,0.9655,52755
5988,1917820,Louisa-Muscatine,0.9219,52754
5989,1918030,Lynnville-Sully,0.9744,50251
5990,1918120,MFL MarMac,1.0,52159
5991,1918180,Madrid,0.96,50156
5992,1918240,East Mills,1.0,51540
5993,1918330,Manson Northwest Webster,0.9074,50563
5994,1918480,Maple Valley-Anthon Oto,0.9273,51034
5995,1918510,Maquoketa,0.9143,52060
5996,1918540,Maquoketa Valley,0.9808,52223
5997,1918630,Marcus-Meriden-Cleghorn,1.0,51035
5998,1918690,Marion Independent,0.96,52302
5999,1918720,Marshalltown,0.878,50158
6000,1918750,Martensdale-St Marys,0.9792,50160
6001,1918780,Mason City,0.8943000000000001,50401
6002,1918840,MOC-Floyd Valley,0.978,51041
6003,1918930,Mediapolis,0.9286,52637
6004,1918960,Melcher-Dallas,0.9,50163
6005,1919140,Mid-Prairie,0.931,52356
6006,1919200,Midland,0.8889,52362
6007,1919440,Missouri Valley,0.9855,51555
6008,1919590,Montezuma,0.9487,50171
6009,1919650,Monticello,0.9753,52310
6010,1919710,Moravia,0.92,52571
6011,1919740,Mormon Trail,0.9091,50123
6012,1919770,Morning Sun,1.0,52640
6013,1919800,Moulton-Udell,1.0,52572
6014,1919860,Mount Ayr,0.9792,50854
6015,1919890,Mount Pleasant,0.8951,52641
6016,1920040,Mount Vernon,0.9184,52314
6017,1920100,Murray,0.9091,50174
6018,1920130,Muscatine,0.8405,52761
6019,1920190,Nashua-Plainfield,0.9821,50658
6020,1920250,Nevada,0.9583,50201
6021,1920340,New Hampton,0.9222,50659
6022,1920460,New London,0.9762,52645
6023,1920580,Newell-Fonda,0.9565,50568
6024,1920610,Newton,0.9298,50208
6025,1920760,Central Springs,0.9821,50456
6026,1920820,North Linn,0.9524,52344
6027,1920850,North Mahaska,0.9756,50207
6028,1920910,North Polk,0.9623,50007
6029,1920940,North Scott,0.9481,52748
6030,1921000,North Tama County,1.0,50675
6031,1921090,Northeast,0.961,52750
6032,1921210,Northwood-Kensett,1.0,50459
6033,1921240,Norwalk,0.9663,50211
6034,1921600,Odebolt Arthur Battle Creek Ida Grove,0.9848,51458
6035,1921630,Oelwein,0.8158,50662
6036,1921660,Ogden,0.9455,50212
6037,1921810,Orient-Macksburg,1.0,50858
6038,1921840,Osage,1.0,50461
6039,1921870,Oskaloosa,0.8941,52577
6040,1922110,Ottumwa,0.912,52501
6041,1922380,Paton-Churdan,1.0,50050
6042,1922440,Pekin,0.9836,52580
6043,1922470,Pella,0.9689,50219
6044,1922530,Perry,0.9874,50220
6045,1923110,Pleasant Valley,0.9762,52722
6046,1923160,Pleasantville,0.9231,50225
6047,1923190,Pocahontas Area,0.898,50574
6048,1923340,Postville,0.7885,52162
6049,1924000,Red Oak,0.8946999999999999,51566
6050,1924150,Riceville,0.9355,50466
6051,1924660,Rock Valley,1.0,51247
6052,1924870,Roland-Story,0.95,50248
6053,1924960,Rudd-Rockford-Marble Rk,0.9787,50468
6054,1925050,Ruthven-Ayrshire,0.9286,51358
6055,1925200,St Ansgar,1.0,50472
6056,1925320,Saydel,0.9307,50313
6057,1925590,Sergeant Bluff-Luton,0.9912,51054
6058,1925620,Seymour,0.9333,52590
6059,1925920,West Fork,0.9821,50469
6060,1925980,Sheldon,0.8721,51201
6061,1926070,Shenandoah,0.9873,51601
6062,1926250,Sidney,0.9667,51652
6063,1926280,Sigourney,0.9091,52591
6064,1926370,Sioux Center,0.7917000000000001,51250
6065,1926400,Sioux City,0.8551000000000001,51101
6066,1926580,Solon,0.9469,52333
6067,1926640,South Hamilton,0.9836,50130
6068,1926670,South Page,1.0,51637
6069,1926730,South Tama County,0.9512,52339
6070,1926790,South Winneshiek,0.9474,52132
6071,1926820,Southeast Polk,0.9492,50327
6072,1926850,Southeast Warren,0.95,50145
6073,1926910,Spencer,0.9424,51301
6074,1927000,Spirit Lake,0.9159,51360
6075,1927060,Springville,0.9655,52336
6076,1927240,Stanton,1.0,51573
6077,1927270,Starmont,0.9412,50606
6078,1927390,Storm Lake,0.6478,50588
6079,1927500,West Central Valley,0.98,50250
6080,1927600,Sumner-Fredericksburg,0.95,50674
6081,1927870,Tipton,0.9242,52772
6082,1927960,Treynor,0.9556,51575
6083,1927990,Tri-Center,1.0,51559
6084,1928020,Tri-County,1.0,50255
6085,1928050,Tripoli,0.9268,50676
6086,1928110,Turkey Valley,0.9688,52171
6087,1928170,Twin Cedars,0.9565,50044
6088,1928230,Underwood,0.9688,51576
6089,1928680,Urbandale,0.9426,50322
6090,1928980,Van Buren,0.9552,52565
6091,1929010,Van Meter,1.0,50261
6092,1929310,Vinton-Shellsburg,0.9358,52349
6093,1929490,Waco,0.8667,52654
6094,1929580,East Sac County,0.9722,51450
6095,1929730,Wapello,0.8824,52653
6096,1929760,Wapsie Valley,0.9804,50629
6097,1930240,Washington,0.8912,52353
6098,1930480,Waterloo,0.8423999999999999,50702
6099,1930510,Waukee,0.985,50263
6100,1930540,Waverly-Shell Rock,0.9024,50677
6101,1930560,Wayne,1.0,50060
6102,1930630,Webster City,0.9402,50595
6103,1930720,West Bend-Mallard,1.0,50597
6104,1930750,West Branch,0.8923000000000001,52358
6105,1930780,West Burlington Ind,0.9492,52655
6106,1930870,West Central,1.0,50655
6107,1930900,West Delaware County,0.9643,52057
6108,1930930,West Des Moines,0.9292,50265
6109,1930960,West Harrison,0.9,51557
6110,1930990,West Liberty,0.951,52776
6111,1931020,West Lyon,0.9839,51240
6112,1931080,West Marshall,0.971,50247
6113,1931110,West Monona,0.8856999999999999,51040
6114,1931290,West Sioux,0.84,51023
6115,1931350,Western Dubuque,0.9778,52046
6116,1931470,Westwood,1.0,51055
6117,1931620,Whiting,0.9286,51063
6118,1931680,Williamsburg,0.9608,52361
6119,1931800,Wilton,0.9821,52778
6120,1931830,Winfield-Mt Union,0.931,52659
6121,1931860,Winterset,0.9756,50273
6122,1931920,Woodbine,1.0,51579
6123,1931950,Woodbury Central,0.9783,51039
6124,1932010,Woodward-Granger,1.0,50109
6125,1999017,PCM,0.9848,50170
6126,2000001,Southeast Of Saline,0.977,67448
6127,2000002,Smoky Valley,0.956,67456
6128,2000003,Wamego,0.93,66547
6129,2000004,Rock Creek,0.944,66549
6130,2000006,Hiawatha,0.862,66434
6131,2000007,Smith Center,1.0,66967
6132,2000008,Lawrence Gardner High School,0.495,66608
6133,2000012,Barnes,0.939,66933
6134,2000013,Triplains,0.857,67764
6135,2000014,Central Heights,1.0,66080
6136,2000015,Ottawa,0.805,66067
6137,2000016,Marysville,0.966,66508
6138,2000017,Scott County,0.908,67871
6139,2000018,School for Blind,1.0,66102
6140,2000019,School for Deaf,1.0,66061
6141,2000020,Western Plains,0.875,67572
6142,2000022,St. Hosp. Training Center Parsons,0.625,67357
6143,2000023,Rawlins County,0.958,67730
6144,2000028,Washington Co. Schools,1.0,66968
6145,2000029,Rock Hills,0.909,66956
6146,2000030,Republic County,0.8109999999999999,66935
6147,2000346,Thunder Ridge Schools,1.0,66951
6148,2000348,Doniphan West Schools,0.81,66035
6149,2000349,Central Plains,0.78,67450
6150,2000350,Prairie Hills,0.922,66534
6151,2000351,Riverside,0.863,66024
6152,2000352,Larned Juvenile Correction,0.2,67550
6153,2000353,Nemaha Central,0.952,66538
6154,2003180,Abilene,0.856,67410
6155,2003200,Auburn Washburn,0.945,66610
6156,2003210,North Lyon County,0.926,66835
6157,2003240,Wabaunsee,0.97,66401
6158,2003270,Northern Valley,0.818,67622
6159,2003300,Labette County,0.973,67330
6160,2003360,Andover,0.845,67002
6161,2003390,Chaparral Schools,0.8140000000000001,67003
6162,2003430,Argonia Public Schools,1.0,67004
6163,2003450,Arkansas City,0.838,67005
6164,2003480,Northeast,0.872,66712
6165,2003510,Ashland,1.0,67831
6166,2003540,Atchison Public Schools,0.8220000000000001,66002
6167,2003570,Attica,1.0,67009
6168,2003630,Augusta,0.888,67010
6169,2003720,Baldwin City,0.889,66006
6170,2003780,Basehor-Linwood,0.851,66007
6171,2003810,Baxter Springs,0.915,66713
6172,2003870,Beloit,0.98,67420
6173,2003900,Belle Plaine,0.932,67013
6174,2003960,Twin Valley,0.884,67422
6175,2004020,Otis-Bison,0.688,67565
6176,2004050,Bonner Springs,0.888,66012
6177,2004080,Brewster,0.81,67732
6178,2004140,Bucklin,0.917,67834
6179,2004170,Altoona-Midway,1.0,66717
6180,2004200,Buhler,0.906,67522
6181,2004230,Central,0.947,67019
6182,2004260,Burlingame Public School,1.0,66413
6183,2004290,Burlington,0.913,66839
6184,2004350,Burrton,0.938,67020
6185,2004380,Caldwell,1.0,67022
6186,2004410,Caney Valley,0.907,67333
6187,2004440,Canton-Galva,0.857,67428
6188,2004470,Waconda,0.952,67430
6189,2004500,Cedar Vale,1.0,67024
6190,2004560,Vermillion,1.0,66544
6191,2004590,Chanute Public Schools,0.963,66720
6192,2004620,Chapman,0.966,67431
6193,2004650,Chase-Raymond,0.933,67524
6194,2004670,Cheney,0.905,67025
6195,2004710,Cherokee,0.941,66724
6196,2004740,Cherryvale,0.897,67335
6197,2004770,Chetopa-St. Paul,0.795,67336
6198,2004790,Cheylin,1.0,67731
6199,2004800,Cimarron-Ensign,0.971,67835
6200,2004830,North Jackson,0.917,66436
6201,2004890,Clay Center,0.89,67432
6202,2004920,Clearwater,0.8959999999999999,67026
6203,2004950,Clifton-Clyde,0.933,66938
6204,2004980,Coffeyville,0.797,67337
6205,2005010,Colby Public Schools,0.888,67701
6206,2005040,Comanche County,0.87,67029
6207,2005070,Columbus,0.971,66725
6208,2005100,Concordia,0.914,66901
6209,2005130,Conway Springs,0.929,67031
6210,2005250,Chase County,0.846,66845
6211,2005280,Morris County,0.937,66846
6212,2005310,Pike Valley,0.938,66966
6213,2005370,Cunningham,1.0,67035
6214,2005400,Deerfield,0.867,67838
6215,2005460,Derby,0.898,67037
6216,2005490,De Soto,0.978,66018
6217,2005520,Dexter,1.0,67038
6218,2005550,Dighton,0.952,67839
6219,2005580,Dodge City,0.914,67801
6220,2005610,Douglass Public Schools,0.918,67039
6221,2005640,Easton,0.942,66020
6222,2005700,Atchison Co Comm Schools,0.917,66023
6223,2005730,El Dorado,0.901,67042
6224,2005760,Elk Valley,1.0,67352
6225,2005790,Elkhart,0.8270000000000001,67950
6226,2005800,Ell-Saline,1.0,67425
6227,2005820,Ellinwood Public Schools,0.636,67526
6228,2005850,Ellis,0.974,67637
6229,2005870,Ellsworth,0.976,67439
6230,2005940,Emporia,0.911,66801
6231,2006000,Erie-Galesburg,0.983,66733
6232,2006060,Mission Valley,0.936,66423
6233,2006090,Eudora,0.941,66025
6234,2006120,Eureka,0.979,67045
6235,2006180,Fort Scott,0.8640000000000001,66701
6236,2006210,Fowler,1.0,67844
6237,2006240,Remington-Whitewater,0.904,67154
6238,2006270,Fredonia,0.872,66736
6239,2006300,Frontenac Public Schools,0.984,66763
6240,2006360,Galena,0.85,66739
6241,2006390,Garden City,0.805,67846
6242,2006420,Gardner Edgerton,0.938,66030
6243,2006450,Garnett,0.926,66032
6244,2006480,Girard,0.868,66743
6245,2006510,Southern Cloud,0.7,67466
6246,2006540,Goddard,0.922,67052
6247,2006570,Goessel,1.0,67053
6248,2006580,Goodland,0.899,67735
6249,2006630,Wheatland,0.923,67737
6250,2006660,Great Bend,0.8270000000000001,67530
6251,2006690,Greeley County Schools,0.944,67879
6252,2006720,Kiowa County,0.511,67054
6253,2006840,Halstead,0.966,67056
6254,2006870,Hamilton,1.0,66853
6255,2006930,Southern Lyon County,0.949,66854
6256,2006960,Haven Public Schools,0.89,67543
6257,2007020,Hays,0.885,67601
6258,2007050,Haysville,0.914,67060
6259,2007080,Healy Public Schools,1.0,67850
6260,2007110,Herington,0.933,67449
6261,2007170,Hesston,0.931,67062
6262,2007260,Graham County,0.962,67642
6263,2007290,Durham-Hillsboro-Lehigh,0.94,67063
6264,2007320,Hoisington,0.95,67544
6265,2007350,Holcomb,0.913,67851
6266,2007380,Holton,0.845,66436
6267,2007440,Rural Vista,0.909,66872
6268,2007470,South Brown County,0.825,66439
6269,2007500,West Elk,0.92,67349
6270,2007530,Hoxie Community Schools,0.962,67740
6271,2007560,Hugoton Public Schools,0.917,67951
6272,2007590,Humboldt,0.853,66748
6273,2007620,Hutchinson Public Schools,0.836,67501
6274,2007650,Independence,0.879,67301
6275,2007680,Ingalls,1.0,67853
6276,2007710,Inman,0.943,67546
6277,2007740,Iola,0.81,66749
6278,2007750,Jayhawk,0.944,66056
6279,2007800,Hodgeman County Schools,0.929,67854
6280,2007860,Stanton County,0.9,67855
6281,2007890,Geary County Schools,0.865,66441
6282,2007950,Kansas City,0.738,66104
6283,2007970,Kaw Valley,0.958,66536
6284,2008040,Crest,0.95,66015
6285,2008070,Kingman - Norwich,0.863,67068
6286,2008100,Kinsley-Offerle,0.813,67547
6287,2008130,South Barber,0.688,67070
6288,2008190,Kismet-Plains,0.911,67869
6289,2008220,LaCrosse,0.96,67548
6290,2008250,Prairie View,0.828,66040
6291,2008280,Lakin,0.953,67860
6292,2008310,Fairfield,0.905,67583
6293,2008340,Lansing,0.96,66043
6294,2008370,Ft Larned,0.8959999999999999,67550
6295,2008400,Lawrence,0.8240000000000001,66044
6296,2008430,Leavenworth,0.88,66048
6297,2008550,Bluestem,0.927,67074
6298,2008610,Leoti,0.914,67861
6299,2008670,LeRoy-Gridley,1.0,66857
6300,2008730,Liberal,0.8220000000000001,67905
6301,2008790,Lincoln,0.857,67455
6302,2008880,Little River,0.889,67457
6303,2008910,Logan,0.778,67646
6304,2008940,Centre,0.7020000000000001,66859
6305,2008970,Louisburg,0.9,66053
6306,2009000,Lyndon,1.0,66451
6307,2009030,Lyons,0.857,67554
6308,2009060,Macksville,1.0,67557
6309,2009090,Madison-Virgil,0.955,66860
6310,2009140,Maize,0.931,67101
6311,2009180,Manhattan-Ogden,0.8290000000000001,66502
6312,2009240,Marion-Florence,0.913,66861
